,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,"Unnamed: 0                                                  375
text                                                   дуолинго
cluster       Группа: Нау kaвказоязычных языков. Описание гр...
Name: 375, dtype: object","Unnamed: 0                                                 7060
text                           что надо сделать для вида 1 лица
cluster       1. Группа: [Запросы о группах и обучении]. Опи...
Name: 7060, dtype: object","Unnamed: 0                                                 5813
text                                                    наверно
cluster       Группа: Неформальные нейтральные соobщения. Оп...
Name: 5813, dtype: object","Unnamed: 0                                                 2569
text                                                      2 3 8
cluster       1. Группа: Технические вопросы. Описание групп...
Name: 2569, dtype: object","Unnamed: 0                                                 1792
text          Проект какой? хороший а что такое прилагательное?
cluster       Группа: [Различные тематические вопросы]. Опис...
Name: 1792, dtype: object","Unnamed: 0                                                  163
text                                         продолжать проект?
cluster       Группа: Группа: [Обсуждение кода]. Описание гр...
Name: 163, dtype: object","Unnamed: 0                                                 1779
text          А может её фейк заставил её писать. Чтоб мы по...
cluster       12. Группа: Токсичные сообщения. Описание груп...
Name: 1779, dtype: object","Unnamed: 0                                                 7037
text                                         ТУАЛЕТ ТАРВ ДЕФЕНС
cluster       ""Группа: Темные темы. Описание группы: Темные ...
Name: 7037, dtype: object","Unnamed: 0                                                 1337
text          апхвапхпавхпавххахпахвхахпххвхахпахвхахпхахвха...
cluster       Нет достаточно информации для классификации те...
Name: 1337, dtype: object","Unnamed: 0                                                  766
text                                           тогда все хорошо
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 766, dtype: object","Unnamed: 0                                                 4295
text                         то есть он перепрыгивает один блок
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 4295, dtype: object","Unnamed: 0                                                  429
text                               за сколько ты сделал проект?
cluster       Группа: [Обучение и опыт]. Описание группы: ди...
Name: 429, dtype: object","Unnamed: 0                                                 3238
text          прошу прощения, мне нужно ПК отдать сестре на ...
cluster       Группа: [Прощания]. Описание группы: Слова ""пр...
Name: 3238, dtype: object","Unnamed: 0                                                 3271
text                                   желаю не заходить в доту
cluster       Группа: Группа: [Неформальные нейтральные сооб...
Name: 3271, dtype: object","Unnamed: 0                                                 5047
text                      у нас игра за полтара часа получилась
cluster       Группа: Группа: [Обсуждение мероприятия]. Опис...
Name: 5047, dtype: object","Unnamed: 0                                                 7203
text                                                      опера
cluster       Группа: Группа: [Технические вопросы]. Описани...
Name: 7203, dtype: object"
1,"Unnamed: 0                                                 2917
text                Да это так я вот пол неделе хотел но играл!
cluster       Группа: ""Начало обучения"" (Описание группы: ""К...
Name: 2917, dtype: object","Unnamed: 0                                                 3556
text                                             подарок айфон?
cluster       Группа: Запросы о группах и обучении. Описание...
Name: 3556, dtype: object","Unnamed: 0                                                 6692
text                                                 ХОТЯ НА 10
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 6692, dtype: object","Unnamed: 0                                                 1093
text                                              привет Сергец
cluster       Группа: [Приветствия. Описание группы: Приветс...
Name: 1093, dtype: object","Unnamed: 0                                                 6846
text                   Шо мне делать у меня игра не загружается
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 6846, dtype: object","Unnamed: 0                                                 2545
text                                  я сдаюсь скиньте этот код
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 2545, dtype: object","Unnamed: 0                                                 4577
text                          спасибо; 2024-03-10T09:26:41.703Z
cluster       Группа: Группа: [Приветствия и благодарительны...
Name: 4577, dtype: object","Unnamed: 0                                                 2693
text                                                    а лпдно
cluster       12. Группа: Токсичные сообщения. Описание груп...
Name: 2693, dtype: object","Unnamed: 0                                                 3442
text                                        Уйду в 19:00 по МСК
cluster       Группа: [""Зdarovia"", ""Пока"", ""Пока-пока"", ""До ...
Name: 3442, dtype: object","Unnamed: 0                                                 3560
text                                                бугати диво
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 3560, dtype: object","Unnamed: 0                                                 2592
text                                               опять лагает
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 2592, dtype: object","Unnamed: 0                                                 6141
text          Ничего, если я буду делать сайт, а нет приложе...
cluster       Группа: [Обучение и опыт]. Описание группы: Ре...
Name: 6141, dtype: object","Unnamed: 0                                                 1165
text                        Всем пока; 2024-03-03T09:30:23.370Z
cluster       Группа: [Прощания. Описание группы: Сообщения ...
Name: 1165, dtype: object","Unnamed: 0                                                 2264
text                                                  сотку даю
cluster       Группа: Группа: [Неформальные нейтральные сооб...
Name: 2264, dtype: object","Unnamed: 0                                                 4352
text          ну там типа бот кидает кубик и пользователь и ...
cluster       Группа: Группа: Игры. Описание группы: Игры и ...
Name: 4352, dtype: object","Unnamed: 0                                                 5141
text          проект Айсултана у меня; 2024-03-10T11:32:14.272Z
cluster       Группа: [Обучение и проекты]. Описание группы:...
Name: 5141, dtype: object"
2,"Unnamed: 0                                                 6275
text                           заменить традиционную разработку
cluster       Группа: [""Обсуждение технологий""]. Разработка ...
Name: 6275, dtype: object","Unnamed: 0                                                  539
text                а те, кого нет, будут сдавать в след. срок?
cluster       Группа: [Запросы о группах и обучении. Описани...
Name: 539, dtype: object","Unnamed: 0                                                 5814
text               Мне кажется все потому что мне нравится коты
cluster       Группа: Положительный неформальные сообщения. ...
Name: 5814, dtype: object","Unnamed: 0                                                 5361
text                                                      из КВ
cluster       Группа: Группа: [Различные тематические вопрос...
Name: 5361, dtype: object","Unnamed: 0                                                 2388
text                                                   А ошибки
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 2388, dtype: object","Unnamed: 0                                                  985
text                                 которую мы делали на уроке
cluster       Группа: Обсуждение обучения. Описание группы: ...
Name: 985, dtype: object","Unnamed: 0                                                 1078
text                                                   хихихиха
cluster       Группа: Группа: Неформальные нейтральные сообщ...
Name: 1078, dtype: object","Unnamed: 0                                                 3066
text                                        не у меня мембранка
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 3066, dtype: object","Unnamed: 0                                                 2718
text                                                      слабо
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2718, dtype: object","Unnamed: 0                                                   43
text                                                      ладно
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 43, dtype: object","Unnamed: 0                                                 7181
text                               Может быть это из-за скрипта
cluster       Группа: Группа: Технические вопросы. Описание ...
Name: 7181, dtype: object","Unnamed: 0                                                 5702
text                       Я смог без ошибок решить все задачки
cluster       Группа: [Обучение и опыт]. Описание группы: Ус...
Name: 5702, dtype: object","Unnamed: 0                                                 5412
text                   артем останься; 2024-03-02T14:28:39.647Z
cluster       Группа: ""Группа: Покаи herself. Описание групп...
Name: 5412, dtype: object","Unnamed: 0                                                 3768
text                                  Я ПОНЯЛ КОРОЧЕ СОЛО КАТКА
cluster       Группа: Группа: Неформальные нейтральные сообщ...
Name: 3768, dtype: object","Unnamed: 0                                                 5495
text                                                А я написал
cluster       Группа: Личные рассказы. Описание группы: Особ...
Name: 5495, dtype: object","Unnamed: 0                                                 7219
text                                                        6(6
cluster       Группа: ""Группа обменя Emoji и цифрами"". Описа...
Name: 7219, dtype: object"
3,"Unnamed: 0                                                 2073
text          А можно к итоговому проекту сделать и презентацию
cluster       Группа: ""Группа: [Презентация]. Описание групп...
Name: 2073, dtype: object","Unnamed: 0                                                 3604
text                                кТО в Барвиху РП играет????
cluster       Группа: ""Запросы о группах и обучении"". Описан...
Name: 3604, dtype: object","Unnamed: 0                                                 3685
text                                              а вроде и нет
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 3685, dtype: object","Unnamed: 0                                                 6828
text                                              бараш гилтер?
cluster       Группа: [""Вопросы о преподавателях"" | Информац...
Name: 6828, dtype: object","Unnamed: 0                                                 1715
text                                             Тот же вопрос!
cluster       Группа: Вопросы. Описание группы: Различные те...
Name: 1715, dtype: object","Unnamed: 0                                                  755
text                                                   все все?
cluster       Группа: Обсуждение общих тем. Описание группы:...
Name: 755, dtype: object","Unnamed: 0                                                 6409
text                                                         я8
cluster       Группа: Группа: [Неформальные сообщения]. Опис...
Name: 6409, dtype: object","Unnamed: 0                                                  795
text                                                         дс
cluster       Группа: Группа: Флуд. Описание группа: Спам не...
Name: 795, dtype: object","Unnamed: 0                                                 7223
text                                               неполучается
cluster       1. Группа: Неизвестная группа. Описание группы...
Name: 7223, dtype: object","Unnamed: 0                                                 7295
text                                                    хотя не
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 7295, dtype: object","Unnamed: 0                                                 4321
text                                 у меня бот сильно зависает
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 4321, dtype: object","Unnamed: 0                                                 5859
text                             я приложение для пикарни делаю
cluster       Группа: Самостоятельное обучение. Описание гру...
Name: 5859, dtype: object","Unnamed: 0                                                 2811
text                       досвидания; 2024-03-24T10:52:48.068Z
cluster       Группа: [Прощания]. Описание группы: Подгруппа...
Name: 2811, dtype: object","Unnamed: 0                                                 6641
text               пришла и отарвала голову нам чумачечая весна
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 6641, dtype: object","Unnamed: 0                                                 7580
text                                                  я капитан
cluster       Группа: Ролевые игры. Описание группы: Игры с ...
Name: 7580, dtype: object","Unnamed: 0                                                  804
text                                                     понял\
cluster       Группа: Группа: [Технические вопросы]. Описани...
Name: 804, dtype: object"
4,"Unnamed: 0                                                 4539
text                              да, я по скидке книгу продала
cluster       Группа: [Обсуждение торговли]. Описание группы...
Name: 4539, dtype: object","Unnamed: 0                                                 7384
text          инфографику я делала,у меня их вообще нескольк...
cluster       Группа: ""Демонстрация работы."" Описание группы...
Name: 7384, dtype: object","Unnamed: 0                                                 6416
text                                                      што ?
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 6416, dtype: object","Unnamed: 0                                                 6604
text                                        ударение на букву и
cluster       Группа: [Фонология]. Ударное фоноetics stress ...
Name: 6604, dtype: object","Unnamed: 0                                                  562
text                                       техн неполадок много
cluster       Группа: ""Технические вопросы. Описание группы:...
Name: 562, dtype: object","Unnamed: 0                                                 3524
text                             теперь всего то 300 миллиардов
cluster       Группа: Группа: Обсуждение цифр. Описание груп...
Name: 3524, dtype: object","Unnamed: 0                                                 7103
text                                              лучше загугли
cluster       Группа: Полезные ссылки. Описание группы: Поис...
Name: 7103, dtype: object","Unnamed: 0                                                 4437
text                                    хотя много времени было
cluster       Группа: Предусловия. Описание группы: Введения...
Name: 4437, dtype: object","Unnamed: 0                                                 3760
text                                                     максим
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 3760, dtype: object","Unnamed: 0                                                 2005
text                                              боже это дичь
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2005, dtype: object","Unnamed: 0                                                 4855
text          а можно где- то кроме вик эдитора анимации и н...
cluster       Группа: Группа: Технические вопросы. Описание ...
Name: 4855, dtype: object","Unnamed: 0                                                  805
text                                                       пишу
cluster       Группа: [Обучение и опыт]. Описание группы: на...
Name: 805, dtype: object","Unnamed: 0                                                 5161
text                                  Здравствуйте, я опоздал ?
cluster       Группа: [Приветствия. Описание группы: Сообщен...
Name: 5161, dtype: object","Unnamed: 0                                                 4425
text                                        ааа у меня вылетело
cluster       Группа: Группа: [Неформальные нейтральные сооб...
Name: 4425, dtype: object","Unnamed: 0                                                 1653
text                                     пришлось самому делать
cluster       Группа: Самостоятельное обучение. Описание гру...
Name: 1653, dtype: object","Unnamed: 0                                                 2353
text                                                      делал
cluster       Группа: Группа: [Ответы и отчеты]. Описание гр...
Name: 2353, dtype: object"
5,"Unnamed: 0                                                 3951
text          Да, я хочу сделать бота с которым можно будет ...
cluster       Группа: ""Игры"". Описание группы: ""Комментарии ...
Name: 3951, dtype: object","Unnamed: 0                                                 5136
text                                             когда перерыв?
cluster       1. Группа: ""Запросы о групах и обучении. Описа...
Name: 5136, dtype: object","Unnamed: 0                                                  506
text                                         такая мутная темка
cluster       Группа: Невьюджи и неформальные сообщения. Опи...
Name: 506, dtype: object","Unnamed: 0                                                 4714
text                                                          т
cluster       Нет определимой семантики.Текст: Это мой первы...
Name: 4714, dtype: object","Unnamed: 0                                                 7634
text                                           ну микро не надо
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 7634, dtype: object","Unnamed: 0                                                 6388
text                    а го после занятий на сервере поиграем?
cluster       Группа: Обсуждение кода. Описание группы: Обсу...
Name: 6388, dtype: object","Unnamed: 0                                                 6306
text                                          а чтот мы джелаем
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 6306, dtype: object","Unnamed: 0                                                 2113
text                                                     Шрифты
cluster       Группа: Шрифты. Описание группы: Обсуждение ра...
Name: 2113, dtype: object","Unnamed: 0                                                 2620
text                                         в отмосферу детей)
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2620, dtype: object","Unnamed: 0                                                 4794
text                     не не че уже; 2024-03-12T15:26:04.069Z
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 4794, dtype: object","Unnamed: 0                                                 6292
text                                        заменяет вольдемара
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 6292, dtype: object","Unnamed: 0                                                  541
text                      ф вроде выполнил свое персональное дз
cluster       Группа: [Обучение и опыт]. Описание группы: Уч...
Name: 541, dtype: object","Unnamed: 0                                                 2429
text                                 здравствуйте, я тоже забыл
cluster       Группа: [Приветствия. Описание группы: Приветс...
Name: 2429, dtype: object","Unnamed: 0                                                 3774
text                                                cпалился...
cluster       Группа: Группа: Неформальные нейтральные сообщ...
Name: 3774, dtype: object","Unnamed: 0                                                 1652
text                  А это надо было помочь, а потом был отбой
cluster       Группа: Обслуживала до delivery. Описание груп...
Name: 1652, dtype: object","Unnamed: 0                                                 4418
text                                                         56
cluster       Группа: Группа: [Технические вопросы. Оборудов...
Name: 4418, dtype: object"
6,"Unnamed: 0                                                 7353
text          для продвижения своего бренда???; 2024-03-09T1...
cluster       Группа: Реклама и продажи. Описание группы: Пр...
Name: 7353, dtype: object","Unnamed: 0                                                 5787
text                                                    5 4 6 1
cluster       Группа: Группа: ""Вопросы и ответы"". Описание г...
Name: 5787, dtype: object","Unnamed: 0                                                 5710
text                                                       уря)
cluster       Группа: Группа: Положительный неформальные соо...
Name: 5710, dtype: object","Unnamed: 0                                                 2230
text                                             серьёзные лица
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2230, dtype: object","Unnamed: 0                                                 4299
text                        у меня в телефоне есть пустые блоки
cluster       Группа: Технические вонсосщи. Описание группы:...
Name: 4299, dtype: object","Unnamed: 0                                                 5185
text                                                 коллайдеры
cluster       Группа: Группа: [Обсуждение технологий]. Описа...
Name: 5185, dtype: object","Unnamed: 0                                                 1589
text                              У меня каникулы уже в Грузии!
cluster       Группа: [Прощания]. Описание группы: Отзывы и ...
Name: 1589, dtype: object","Unnamed: 0                                                 5863
text                                              как дизайнеры
cluster       Группа: Дизайнеры. Описание группы: Работа диз...
Name: 5863, dtype: object","Unnamed: 0                                                 3336
text          ну на пример фнафец, там вообще у каждого мнен...
cluster       Группа: [Обсуждение тематики / Субжектive disc...
Name: 3336, dtype: object","Unnamed: 0                                                  327
text                                   нина и андрей поменялись
cluster       Группа: ""Группа: Нейтральные сообщения. Описан...
Name: 327, dtype: object","Unnamed: 0                                                  779
text                                                  все понял
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 779, dtype: object","Unnamed: 0                                                 2808
text                                                      класс
cluster       Группа: Группа: Обучение и опыт. Описание груп...
Name: 2808, dtype: object","Unnamed: 0                                                 5244
text                                             всем удачи!!!!
cluster       Группа: [Приветствия. Описание группы: Обмен п...
Name: 5244, dtype: object","Unnamed: 0                                                 7670
text                             ну творожок с вареньем вкусный
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 7670, dtype: object","Unnamed: 0                                                 4110
text                                               Пищем вместе
cluster       Группа: Коллективная работа. Описание группы: ...
Name: 4110, dtype: object","Unnamed: 0                                                 7338
text                                   создать уникальный шрифт
cluster       Группа: Группа: [Технические вопросы | Разрабо...
Name: 7338, dtype: object"
7,"Unnamed: 0                                                 6343
text                                                       наше
cluster       Группа: ""Распечатка текста"". Описывает семанти...
Name: 6343, dtype: object","Unnamed: 0                                                 3206
text                                           больше на 2 часа
cluster       Группа: [Вопросы и запросы о времени]. Описани...
Name: 3206, dtype: object","Unnamed: 0                                                 6329
text                                            хорошо спасибо)
cluster       Группа: Группа: Положительный неформальные соо...
Name: 6329, dtype: object","Unnamed: 0                                                 1116
text                                        С помощью тайл мапа
cluster       Группа: ""Карты и дизайн"". Описание группы: Кар...
Name: 1116, dtype: object","Unnamed: 0                                                 7686
text                                       у меня в четверг впр
cluster       Группа: Группа: Вопросы. Описание группы: Вопр...
Name: 7686, dtype: object","Unnamed: 0                                                 5776
text          мне кажется что вместо савы каждый урок занима...
cluster       Группа: Обсуждение кода. Описание группы: Разб...
Name: 5776, dtype: object","Unnamed: 0                                                 1169
text                                                   АМОГУСУС
cluster       Группа: Группа: Токсичные сообщения. Описание ...
Name: 1169, dtype: object","Unnamed: 0                                                 2484
text                                                       ВООО
cluster       Группа: Настроенность. Описание группы: Выраже...
Name: 2484, dtype: object","Unnamed: 0                                                 3821
text          я делаю маке бан эмбед и отслеживания плохих слов
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 3821, dtype: object","Unnamed: 0                                                 1346
text                                                        аха
cluster       Группа: Группа: Неформальные нейтральные сообщ...
Name: 1346, dtype: object","Unnamed: 0                                                 6829
text                                                       1346
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 6829, dtype: object","Unnamed: 0                                                 1576
text                               Я уже всё полностью доделал!
cluster       Группа: [Обучение и опыт]. Описание группы: Уч...
Name: 1576, dtype: object","Unnamed: 0                                                  754
text                                   ну чтож тогда до встречи
cluster       Группа: ""Прощания"". Описание группы: ""Сообщени...
Name: 754, dtype: object","Unnamed: 0                                                 2309
text                                         эх...Сырный супчик
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2309, dtype: object","Unnamed: 0                                                 1378
text                 я пред последняя; 2024-03-24T09:23:47.995Z
cluster       Группа: Романтика. Описание группы: Разговор о...
Name: 1378, dtype: object","Unnamed: 0                                                 7176
text                                        а во что мы играли?
cluster       Группа: Группа: Различные тематические вопросы...
Name: 7176, dtype: object"
8,"Unnamed: 0                                                 1552
text                            а скольок должно быть анимаций?
cluster       Группа: [Технические вопросы. Описание группы:...
Name: 1552, dtype: object","Unnamed: 0                                                 7829
text          извините за отсутствие на прошлом уроке я прос...
cluster       Группа: [Запросы о группах и обучении]. Описан...
Name: 7829, dtype: object","Unnamed: 0                                                 5546
text                                                 вот иммено
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 5546, dtype: object","Unnamed: 0                                                 3746
text                        на этом уроке больше всего надороду
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 3746, dtype: object","Unnamed: 0                                                 5332
text                                           у меня не грузит
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 5332, dtype: object","Unnamed: 0                                                 2168
text                                             я так и сделаю
cluster       Группа: Обсуждение задач. Описание группы: Раз...
Name: 2168, dtype: object","Unnamed: 0                                                 1919
text                                                        уже
cluster       Группа: Группа: [Бессмысленные сообщения]. Опи...
Name: 1919, dtype: object","Unnamed: 0                                                 3509
text                     У вас качество микрофона, как-то упало
cluster       Группа: Технический дебат. Описание группы: Об...
Name: 3509, dtype: object","Unnamed: 0                                                  370
text                                           переводчик вроде
cluster       Группа: Группа: [Технические неясные сообщения...
Name: 370, dtype: object","Unnamed: 0                                                 5335
text                                                    ладно 2
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 5335, dtype: object","Unnamed: 0                                                 2660
text                                                   2,55E+17
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 2660, dtype: object","Unnamed: 0                                                 1702
text          Мм, целый год занимаемся: меня зовут... мне ст...
cluster       Группа: Группа: [Обучение и опыт]. Описание гр...
Name: 1702, dtype: object","Unnamed: 0                                                 1626
text                                             А у меня есть!
cluster       Группа: Бе斯Sensor. Описание группы: Сообщения ...
Name: 1626, dtype: object","Unnamed: 0                                                 1422
text                                                        всё
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 1422, dtype: object","Unnamed: 0                                                 3493
text                                                 знаете кто
cluster       Группа: Группа: Вопросы о профессии. Описание ...
Name: 3493, dtype: object","Unnamed: 0                                                 2570
text                                6; 2024-03-16T13:04:22.252Z
cluster       Группа: Группа: ""Ошибки и баги"". Описание груп...
Name: 2570, dtype: object"
9,"Unnamed: 0                                                 6000
text                                            картинка крутая
cluster       Группа: multimedia. Описание группы: Медиаконт...
Name: 6000, dtype: object","Unnamed: 0                                                 5036
text                                          Спирадинова Анна?
cluster       Группа: Группа: [Вопросы о профессии]. Описани...
Name: 5036, dtype: object","Unnamed: 0                                                 5352
text                                z; 2024-03-27T16:14:27.187Z
cluster       Группа: Положительный неформальные сообщения. ...
Name: 5352, dtype: object","Unnamed: 0                                                 5042
text                                                       прив
cluster       1. Группа: [Приветствия]. Описание группы: Соо...
Name: 5042, dtype: object","Unnamed: 0                                                 1131
text                                             Стать богатым?
cluster       Группа: Вопросы о профессии. Описание группы: ...
Name: 1131, dtype: object","Unnamed: 0                                                 2705
text                          5 минут; 2024-03-03T11:00:19.621Z
cluster       Группа: [Обсуждения времени.](Обсуждение длите...
Name: 2705, dtype: object","Unnamed: 0                                                 2623
text                                                  ыхыхых да
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 2623, dtype: object","Unnamed: 0                                                 7578
text                 скачать издевательства над кубом в блендер
cluster       Группа: Флуд. Описание группа: Спам неозначающ...
Name: 7578, dtype: object","Unnamed: 0                                                 1903
text                         классно!; 2024-03-12T16:02:47.422Z
cluster       Группа: Группа: Положительный неформальные соо...
Name: 1903, dtype: object","Unnamed: 0                                                 5367
text                                            это не красиво!
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 5367, dtype: object","Unnamed: 0                                                   49
text            а я случайно отравила запрос на редактировпание
cluster       Группа: Технические вопросы. Описание группы: ...
Name: 49, dtype: object","Unnamed: 0                                                  577
text                      я скорее всего не сейчас сдавать буду
cluster       Группа: [Обучение и опыт]. Описание группы: об...
Name: 577, dtype: object","Unnamed: 0                                                 6348
text            здравствуйте , привет; 2024-03-03T07:51:29.020Z
cluster       Группа: Приветствия. Описание группы: Приветст...
Name: 6348, dtype: object","Unnamed: 0                                                  270
text                                           мне тоже страшно
cluster       Группа: Неформальные нейтральные сообщения. Оп...
Name: 270, dtype: object","Unnamed: 0                                                 3202
text                                           можно разказать?
cluster       Группа: Дискуссионная. Описание группы: разгов...
Name: 3202, dtype: object","Unnamed: 0                                                 6741
text                                                СОГЛ богдан
cluster       Группа: [Уважение и поздравления]. Описание гр...
Name: 6741, dtype: object"
